"STATISTIC","Statistic Label","TLIST(A1)","Graduation Year","C04477V05260","Field of Study","C03919V04671","Gender","C03433V04141","Years since Graduation","C02511V03040","Private or Public Sector","UNIT","VALUE"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","10","Male","04","4","02","Public sector","Number","12"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","10","Male","05","5","-","All sectors","Number","48"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","10","Male","05","5","01","Private sector","Number","33"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","10","Male","05","5","02","Public sector","Number","15"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","10","Male","06","6","-","All sectors","Number","48"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","10","Male","06","6","01","Private sector","Number","27"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","10","Male","06","6","02","Public sector","Number","21"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","10","Male","07","7","-","All sectors","Number","48"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","10","Male","07","7","01","Private sector","Number","27"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","10","Male","07","7","02","Public sector","Number","21"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","10","Male","08","8","-","All sectors","Number","48"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","10","Male","08","8","01","Private sector","Number","27"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","10","Male","08","8","02","Public sector","Number","21"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","10","Male","09","9","-","All sectors","Number","48"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","10","Male","09","9","01","Private sector","Number","27"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","10","Male","09","9","02","Public sector","Number","21"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","10","Male","10","10","-","All sectors","Number","48"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","10","Male","10","10","01","Private sector","Number","24"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","10","Male","10","10","02","Public sector","Number","21"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","10","Male","11","11","-","All sectors","Number","45"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","10","Male","11","11","01","Private sector","Number","24"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","10","Male","11","11","02","Public sector","Number","21"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","10","Male","12","12","-","All sectors","Number","48"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","10","Male","12","12","01","Private sector","Number","24"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","10","Male","12","12","02","Public sector","Number","21"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","10","Male","13","13","-","All sectors","Number","48"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","10","Male","13","13","01","Private sector","Number","27"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","10","Male","13","13","02","Public sector","Number","24"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","01","1","-","All sectors","Number","432"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","01","1","01","Private sector","Number","363"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","01","1","02","Public sector","Number","69"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","02","2","-","All sectors","Number","414"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","02","2","01","Private sector","Number","342"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","02","2","02","Public sector","Number","72"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","03","3","-","All sectors","Number","420"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","03","3","01","Private sector","Number","330"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","03","3","02","Public sector","Number","87"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","04","4","-","All sectors","Number","426"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","04","4","01","Private sector","Number","342"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","04","4","02","Public sector","Number","87"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","05","5","-","All sectors","Number","444"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","05","5","01","Private sector","Number","339"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","05","5","02","Public sector","Number","105"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","06","6","-","All sectors","Number","462"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","06","6","01","Private sector","Number","327"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","06","6","02","Public sector","Number","135"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","07","7","-","All sectors","Number","495"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","07","7","01","Private sector","Number","318"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","07","7","02","Public sector","Number","180"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","08","8","-","All sectors","Number","489"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","08","8","01","Private sector","Number","303"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","08","8","02","Public sector","Number","186"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","09","9","-","All sectors","Number","486"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","09","9","01","Private sector","Number","297"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","09","9","02","Public sector","Number","189"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","10","10","-","All sectors","Number","483"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","10","10","01","Private sector","Number","285"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","10","10","02","Public sector","Number","198"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","11","11","-","All sectors","Number","489"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","11","11","01","Private sector","Number","282"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","11","11","02","Public sector","Number","207"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","12","12","-","All sectors","Number","492"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","12","12","01","Private sector","Number","276"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","12","12","02","Public sector","Number","216"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","13","13","-","All sectors","Number","489"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","13","13","01","Private sector","Number","267"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","20","Female","13","13","02","Public sector","Number","225"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","-","All genders","01","1","-","All sectors","Number","477"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","-","All genders","01","1","01","Private sector","Number","399"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","-","All genders","01","1","02","Public sector","Number","78"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","-","All genders","02","2","-","All sectors","Number","456"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","-","All genders","02","2","01","Private sector","Number","375"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","-","All genders","02","2","02","Public sector","Number","84"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","-","All genders","03","3","-","All sectors","Number","459"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","-","All genders","03","3","01","Private sector","Number","363"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","-","All genders","03","3","02","Public sector","Number","99"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","-","All genders","04","4","-","All sectors","Number","471"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","-","All genders","04","4","01","Private sector","Number","375"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","-","All genders","04","4","02","Public sector","Number","96"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","-","All genders","05","5","-","All sectors","Number","492"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","-","All genders","05","5","01","Private sector","Number","372"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","-","All genders","05","5","02","Public sector","Number","123"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","-","All genders","06","6","-","All sectors","Number","510"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","-","All genders","06","6","01","Private sector","Number","357"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","-","All genders","06","6","02","Public sector","Number","153"
"HGO19C01","Number of Health Graduates","2010","2010","702","Social Care","-","All genders","07","7","-","All sectors","Number","543"
